sentence_id,sentence,top_label,top_score,all_labels,all_scores
311,Discord does not belong to our system.,society,0.6575161218643188,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.6575161218643188, 0.15511539578437805, 0.07923970371484756, 0.06881914287805557, 0.039309609681367874]"
312,"Union is recommended as well by the free and benign principles of our Government, extending its blessings to every individual, as by the other eminent advantages attending it.",governance,0.8460986018180847,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.8460986018180847, 0.09885739535093307, 0.024202903732657433, 0.022664839401841164, 0.008176305331289768]"
313,The American people have encountered together great dangers and sustained severe trials with success.,society,0.7429526448249817,"[""society"", ""governance"", ""war/security"", ""economy"", ""politics""]","[0.7429526448249817, 0.12657245993614197, 0.0799027681350708, 0.026585029438138008, 0.023987112566828728]"
314,They constitute one great family with a common interest.,society,0.4189821779727936,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.4189821779727936, 0.2130669206380844, 0.1938829869031906, 0.08768263459205627, 0.08638525009155273]"
315,Experience has enlightened us on some questions of essential importance to the country.,society,0.3571968078613281,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.3571968078613281, 0.23006968200206757, 0.1658063530921936, 0.12511678040027618, 0.12181031703948975]"
316,"The progress has been slow, dictated by a just reflection and a faithful regard to every interest connected with it.",society,0.32712581753730774,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.32712581753730774, 0.3012600541114807, 0.23529936373233795, 0.08376157283782959, 0.052553173154592514]"
317,"To promote this harmony in accord with the principles of our republican Government and in a manner to give them the most complete effect, and to advance in all other respects the best interests of our Union, will be the object of my constant and zealous exertions.",governance,0.5952973961830139,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.5952973961830139, 0.19641424715518951, 0.14371994137763977, 0.05062940716743469, 0.013939003460109234]"
318,"Never did a government commence under auspices so favorable, nor ever was success so complete.",governance,0.7281277775764465,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.7281277775764465, 0.11850293725728989, 0.11434560269117355, 0.027163133025169373, 0.011860606260597706]"
319,"If we look to the history of other nations, ancient or modern, we find no example of a growth so rapid, so gigantic, of a people so prosperous and happy.",economy,0.40627604722976685,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.40627604722976685, 0.2965873181819916, 0.15849089622497559, 0.10034336149692535, 0.03830231726169586]"
320,"In contemplating what we have still to perform, the heart of every citizen must expand with joy when he reflects how near our Government has approached to perfection; that in respect to it we have no essential improvement to make; that the great object is to preserve it in the essential principles and features which characterize it, and that is to be done by preserving the virtue and enlightening the minds of the people; and as a security against foreign dangers to adopt such arrangements as are indispensable to the support of our independence, our rights and liberties.",governance,0.6966364979743958,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.6966364979743958, 0.16467736661434174, 0.05763921141624451, 0.04206111282110214, 0.038985852152109146]"
321,"If we persevere in the career in which we have advanced so far and in the path already traced, we can not fail, under the favor of a gracious Providence, to attain the high destiny which seems to await us.",society,0.4305449426174164,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.4305449426174164, 0.1902938038110733, 0.18049673736095428, 0.1362292617559433, 0.06243521347641945]"
322,"In the Administrations of the illustrious men who have preceded me in this high station, with some of whom I have been connected by the closest ties from early life, examples are presented which will always be found highly instructive and useful to their successors.",governance,0.514945387840271,"[""governance"", ""politics"", ""economy"", ""society"", ""war/security""]","[0.514945387840271, 0.20501075685024261, 0.11230117827653885, 0.10990709066390991, 0.05783560499548912]"
323,From these I shall endeavor to derive all the advantages which they may afford.,economy,0.2933278977870941,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.2933278977870941, 0.2886161208152771, 0.2297021895647049, 0.12065364420413971, 0.0677000880241394]"
324,"Of my immediate predecessor, under whom so important a portion of this great and successful experiment has been made, I shall be pardoned for expressing my earnest wishes that he may long enjoy in his retirement the affections of a grateful country, the best reward of exalted talents and the most faithful and meritorious service.",governance,0.452903687953949,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.452903687953949, 0.215104341506958, 0.17759166657924652, 0.11745079606771469, 0.036949530243873596]"
325,"Relying on the aid to be derived from the other departments of the Government, I enter on the trust to which I have been called by the suffrages of my fellow-citizens with my fervent prayers to the Almighty that He will be graciously pleased to continue to us that protection which He has already so conspicuously displayed in our favor.",governance,0.5905612111091614,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.5905612111091614, 0.17753803730010986, 0.09872318059206009, 0.07972195744514465, 0.05345553159713745]"
326,"Fellow citizens, I shall not attempt to describe the grateful emotions which the new and very distinguished proof of the confidence of my fellow citizens, evinced by my reelection to this high trust, has excited in my bosom.",society,0.4327305555343628,"[""society"", ""politics"", ""governance"", ""economy"", ""war/security""]","[0.4327305555343628, 0.20310695469379425, 0.19327925145626068, 0.10582806915044785, 0.06505513936281204]"
327,The approbation which it announces of my conduct in the preceding term affords me a consolation which I shall profoundly feel through life.,economy,0.4862963557243347,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.4862963557243347, 0.21678252518177032, 0.16102010011672974, 0.08787783980369568, 0.048023175448179245]"
328,The general accord with which it has been expressed adds to the great and never-ceasing obligations which it imposes.,society,0.3189087510108948,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3189087510108948, 0.2895863354206085, 0.1586323082447052, 0.14202073216438293, 0.09085185825824738]"
329,"To merit the continuance of this good opinion, and to carry it with me into my retirement as the solace of advancing years, will be the object of my most zealous and unceasing efforts.",society,0.3447473347187042,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3447473347187042, 0.2334335595369339, 0.23314595222473145, 0.11253896355628967, 0.07613418251276016]"
330,"Having no pretensions to the high and commanding claims of my predecessors, whose names are so much more conspicuously identified with our Revolution, and who contributed so preeminently to promote its success, I consider myself rather as the instrument than the cause of the union which has prevailed in the late election In surmounting, in favor of my humble pretensions, the difficulties which so often produce division in like occurrences, it is obvious that other powerful causes, indicating the great strength and stability of our Union, have essentially contributed to draw you together.",politics,0.3390650153160095,"[""politics"", ""governance"", ""economy"", ""society"", ""war/security""]","[0.3390650153160095, 0.2207147777080536, 0.2111930102109909, 0.18619294464588165, 0.04283430054783821]"
331,"That these powerful causes exist, and that they are permanent, is my fixed opinion; that they may produce a like accord in all questions touching, however remotely, the liberty, prosperity and happiness of our country will always be the object of my most fervent prayers to the Supreme Author of All Good.",society,0.4387092590332031,"[""society"", ""governance"", ""war/security"", ""politics"", ""economy""]","[0.4387092590332031, 0.18989811837673187, 0.13144554197788239, 0.12078982591629028, 0.11915720999240875]"
332,"In a government which is founded by the people, who possess exclusively the sovereignty, it seems proper that the person who may be placed by their suffrages in this high trust should declare on commencing its duties the principles on which he intends to conduct the Administration.",governance,0.7735276222229004,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.7735276222229004, 0.10197655856609344, 0.09147730469703674, 0.019036967307329178, 0.013981512747704983]"
333,"If the person thus elected has served the preceding term, an opportunity is afforded him to review its principal occurrences and to give such further explanation respecting them as in his judgment may be useful to his constituents.",politics,0.3801451027393341,"[""politics"", ""governance"", ""society"", ""economy"", ""war/security""]","[0.3801451027393341, 0.2567766308784485, 0.16603219509124756, 0.15842652320861816, 0.03861952945590019]"
334,"The events of one year have influence on those of another, and, in like manner, of a preceding on the succeeding Administration.",governance,0.3902459442615509,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.3902459442615509, 0.27537640929222107, 0.1811167448759079, 0.11815249174833298, 0.035108454525470734]"
335,The movements of a great nation are connected in all their parts.,society,0.7028762698173523,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.7028762698173523, 0.1303948312997818, 0.06773793697357178, 0.060700658708810806, 0.038290318101644516]"
336,If errors have been committed they ought to be corrected; if the policy is sound it ought to be supported.,governance,0.42801201343536377,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.42801201343536377, 0.20709437131881714, 0.15980197489261627, 0.13618424534797668, 0.06890738755464554]"
337,It is by a thorough knowledge of the whole subject that our fellow citizens are enabled to judge correctly of the past and to give a proper direction to the future.,society,0.4308036267757416,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.4308036267757416, 0.24185088276863098, 0.12238791584968567, 0.1188410297036171, 0.08611653000116348]"
338,Just before the commencement of the last term the United States had concluded a war with a very powerful nation on conditions equal and honorable to both parties.,war/security,0.6996859908103943,"[""war/security"", ""politics"", ""governance"", ""society"", ""economy""]","[0.6996859908103943, 0.10473944246768951, 0.08057145774364471, 0.05835200101137161, 0.056651029735803604]"
339,The events of that war are too recent and too deeply impressed on the memory of all to require a development from me.,war/security,0.7355127334594727,"[""war/security"", ""economy"", ""society"", ""politics"", ""governance""]","[0.7355127334594727, 0.08174896985292435, 0.06709634512662888, 0.062045868486166, 0.05359610170125961]"
340,"Our commerce had been in a great measure driven from the sea, our Atlantic and inland frontiers were invaded in almost every part; the waste of life along our coast and on some parts of our inland frontiers, to the defense of which our gallant and patriotic citizens were called, was immense, in addition to which not less than $120,000,000 were added at its end to the public debt.",war/security,0.5663014054298401,"[""war/security"", ""society"", ""governance"", ""economy"", ""politics""]","[0.5663014054298401, 0.18466123938560486, 0.109461210668087, 0.09061244875192642, 0.04896365478634834]"
341,"As soon as the war had terminated, the nation, admonished by its events, resolved to place itself in a situation which should be better calculated to prevent the recurrence of a like evil, and, in case it should recur, to mitigate its calamities.",society,0.47841742634773254,"[""society"", ""war/security"", ""governance"", ""politics"", ""economy""]","[0.47841742634773254, 0.2636691629886627, 0.14175787568092346, 0.06480476260185242, 0.05135074630379677]"
342,"With this view, after reducing our land force to the basis of a peace establishment, which has been further modified since, provision was made for the construction of fortifications at proper points through the whole extent of our coast and such an augmentation of our naval force as should be well adapted to both purposes.",society,0.27008453011512756,"[""society"", ""war/security"", ""governance"", ""economy"", ""politics""]","[0.27008453011512756, 0.21989114582538605, 0.20401351153850555, 0.17245791852474213, 0.1335528939962387]"
343,"The laws making this provision were passed in 1815 and 1816, and it has been since the constant effort of the Executive to carry them into effect.",governance,0.41550183296203613,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.41550183296203613, 0.22681275010108948, 0.20748305320739746, 0.10886476933956146, 0.04133755341172218]"
344,"The advantage of these fortifications and of an augmented naval force in the extent contemplated, in a point of economy, has been fully illustrated by a report of the Board of Engineers and Naval Commissioners lately communicated to Congress, by which it appears that in an invasion by 20,000 men, with a correspondent naval force, in a campaign of six months only, the whole expense of the construction of the works would be defrayed by the difference in the sum necessary to maintain the force which would be adequate to our defense with the aid of those works and that which would be incurred without them.",economy,0.8312228918075562,"[""economy"", ""war/security"", ""society"", ""governance"", ""politics""]","[0.8312228918075562, 0.10241810977458954, 0.031557317823171616, 0.025401335209608078, 0.009400341659784317]"
345,The reason of this difference is obvious.,economy,0.2901163697242737,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.2901163697242737, 0.23298607766628265, 0.20465819537639618, 0.16532506048679352, 0.10691431909799576]"
346,"If fortifications are judiciously placed on our great inlets, as distant from our cities as circumstances will permit, they will form the only points of attack, and the enemy will be detained there by a small regular force a sufficient time to enable our militia to collect and repair to that on which the attack is made.",war/security,0.4302609860897064,"[""war/security"", ""economy"", ""governance"", ""society"", ""politics""]","[0.4302609860897064, 0.3376842737197876, 0.13089756667613983, 0.06786123663187027, 0.03329594433307648]"
347,"A force adequate to the enemy, collected at that single point, with suitable preparation for such others as might be menaced, is all that would be requisite.",economy,0.587465763092041,"[""economy"", ""war/security"", ""governance"", ""politics"", ""society""]","[0.587465763092041, 0.24199225008487701, 0.07881228625774384, 0.0624583438038826, 0.029271375387907028]"
348,"But if there were no fortifications, then the enemy might go where he pleased, and, changing his position and sailing from place to place, our force must be called out and spread in vast numbers along the whole coast and on both sides of every bay and river as high up in each as it might be navigable for ships of war.",war/security,0.7045699954032898,"[""war/security"", ""governance"", ""economy"", ""society"", ""politics""]","[0.7045699954032898, 0.10842671990394592, 0.10289658606052399, 0.04839513823390007, 0.035711538046598434]"
349,"By these fortifications, supported by our Navy, to which they would afford like support, we should present to other powers an armed front from St. Croix to the Sabine, which would protect in the event of war our whole coast and interior from invasion; and even in the wars of other powers, in which we were neutral, they would be found eminently useful, as, by keeping their public ships at a distance from our cities, peace and order in them would be preserved and the Government be protected from insult.",war/security,0.6951438188552856,"[""war/security"", ""governance"", ""society"", ""politics"", ""economy""]","[0.6951438188552856, 0.1692245602607727, 0.06451910734176636, 0.04032023623585701, 0.030792325735092163]"
350,It need scarcely be remarked that these measures have not been resorted to in a spirit of hostility to other powers.,war/security,0.38843482732772827,"[""war/security"", ""politics"", ""society"", ""governance"", ""economy""]","[0.38843482732772827, 0.37884435057640076, 0.15059389173984528, 0.05081109330058098, 0.031315892934799194]"
351,Such a disposition does not exist toward any power.,economy,0.2905014455318451,"[""economy"", ""governance"", ""politics"", ""society"", ""war/security""]","[0.2905014455318451, 0.231446772813797, 0.19940540194511414, 0.146835595369339, 0.13181068003177643]"
352,"Peace and good will have been, and will hereafter be, cultivated with all, and by the most faithful regard to justice.",society,0.4296390414237976,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.4296390414237976, 0.35863202810287476, 0.11795253306627274, 0.06738226115703583, 0.02639409340918064]"
353,"They have been dictated by a love of peace, of economy, and an earnest desire to save the lives of our fellow citizens from that destruction and our country from that devastation which are inseparable from war when it finds us unprepared for it.",economy,0.8737881779670715,"[""economy"", ""governance"", ""society"", ""war/security"", ""politics""]","[0.8737881779670715, 0.05002099275588989, 0.03977993130683899, 0.02690882608294487, 0.009502064436674118]"
354,"It is believed, and experience has shown, that such a preparation is the best expedient that can be resorted to prevent war.",war/security,0.6060302257537842,"[""war/security"", ""society"", ""economy"", ""governance"", ""politics""]","[0.6060302257537842, 0.133798286318779, 0.11462279409170151, 0.07585962116718292, 0.0696890726685524]"
355,"I add with much pleasure that considerable progress has already been made in these measures of defense, and that they will be completed in a few years, considering the great extent and importance of the object, if the plan be zealously and steadily persevered in.",war/security,0.32492974400520325,"[""war/security"", ""society"", ""governance"", ""economy"", ""politics""]","[0.32492974400520325, 0.28744274377822876, 0.16522829234600067, 0.13000468909740448, 0.09239446371793747]"
356,The conduct of the Government in what relates to foreign powers is always an object of the highest importance to the nation.,governance,0.7994930148124695,"[""governance"", ""politics"", ""war/security"", ""society"", ""economy""]","[0.7994930148124695, 0.08168811351060867, 0.06852082908153534, 0.036257755011320114, 0.014040364883840084]"
357,"Its agriculture, commerce, manufactures, fisheries, revenue, in short, its peace, may all be affected by it.",economy,0.674781084060669,"[""economy"", ""society"", ""governance"", ""war/security"", ""politics""]","[0.674781084060669, 0.24657824635505676, 0.03822053223848343, 0.026847537606954575, 0.01357262022793293]"
358,Attention is therefore due to this subject.,governance,0.24604833126068115,"[""governance"", ""society"", ""economy"", ""war/security"", ""politics""]","[0.24604833126068115, 0.23999588191509247, 0.21518442034721375, 0.15357966721057892, 0.1451917290687561]"
359,"At the period adverted to the powers of Europe, after having been engaged in long and destructive wars with each other, had concluded a peace, which happily still exists.",war/security,0.3436638116836548,"[""war/security"", ""politics"", ""society"", ""governance"", ""economy""]","[0.3436638116836548, 0.2812512218952179, 0.185489684343338, 0.10598717629909515, 0.08360802382230759]"
360,Our peace with the power with whom we had been engaged had also been concluded.,politics,0.3187190890312195,"[""politics"", ""governance"", ""economy"", ""war/security"", ""society""]","[0.3187190890312195, 0.2866002023220062, 0.15801937878131866, 0.12558068335056305, 0.11108065396547318]"
361,"The war between Spain and the colonies in South America, which had commenced many years before, was then the only conflict that remained unsettled.",war/security,0.6538177728652954,"[""war/security"", ""politics"", ""governance"", ""society"", ""economy""]","[0.6538177728652954, 0.12162396311759949, 0.12044902890920639, 0.052193015813827515, 0.05191623046994209]"
362,"This being a contest between different parts of the same community, in which other powers had not interfered, was not affected by their accommodations.",society,0.49763575196266174,"[""society"", ""politics"", ""governance"", ""economy"", ""war/security""]","[0.49763575196266174, 0.30912747979164124, 0.08452421426773071, 0.06710980832576752, 0.04160276800394058]"
363,This contest was considered at an early stage by my predecessor a civil war in which the parties were entitled to equal rights in our ports.,politics,0.5749009251594543,"[""politics"", ""society"", ""war/security"", ""economy"", ""governance""]","[0.5749009251594543, 0.16136103868484497, 0.132999986410141, 0.07014150172472, 0.0605965182185173]"
364,"This decision, the first made by any power, being formed on great consideration of the comparative strength and resources of the parties, the length of time, and successful opposition made by the colonies, and of all other circumstances on which it ought to depend, was in strict accord with the law of nations.",governance,0.42612046003341675,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.42612046003341675, 0.3445490002632141, 0.09586372971534729, 0.0669940859079361, 0.06647271662950516]"
365,"Congress has invariably acted on this principle, having made no change in our relations with either party.",governance,0.4311307370662689,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.4311307370662689, 0.41915270686149597, 0.07455858588218689, 0.0477440319955349, 0.02741403318941593]"
366,"Our attitude has therefore been that of neutrality between them, which has been maintained by the Government with the strictest impartiality.",governance,0.6234629154205322,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.6234629154205322, 0.2155420482158661, 0.07597584277391434, 0.054865479469299316, 0.03015376254916191]"
367,"No aid has been afforded to either, nor has any privilege been enjoyed by the one which has not been equally open to the other party, and every exertion has been made in its power to enforce the execution of the laws prohibiting illegal equipments with equal rigor against both.",governance,0.3281406760215759,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.3281406760215759, 0.2513267993927002, 0.19135043025016785, 0.16831284761428833, 0.06086929142475128]"
368,"By this equality between the parties their public vessels have been received in our ports on the same footing; they have enjoyed an equal right to purchase and export arms, munitions of war, and every other supply, the exportation of all articles whatever being permitted under laws which were passed long before the commencement of the contest; our citizens have traded equally with both, and their commerce with each has been alike protected by the Government.",governance,0.508804202079773,"[""governance"", ""war/security"", ""society"", ""politics"", ""economy""]","[0.508804202079773, 0.17806310951709747, 0.1561865508556366, 0.08476784825325012, 0.07217825204133987]"
369,"Respecting the attitude which it may be proper for the United States to maintain hereafter between the parties, I have no hesitation in stating it as my opinion that the neutrality heretofore observed should still be adhered to.",politics,0.4003341794013977,"[""politics"", ""society"", ""governance"", ""economy"", ""war/security""]","[0.4003341794013977, 0.26887354254722595, 0.1962745636701584, 0.08711951225996017, 0.04739827290177345]"
370,"From the change in the Government of Spain and the negotiation now depending, invited by the Cortes and accepted by the colonies, it may be presumed, that their differences will be settled on the terms proposed by the colonies.",governance,0.48967576026916504,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.48967576026916504, 0.3878537118434906, 0.07480164617300034, 0.033756185322999954, 0.013912688940763474]"
371,"Should the war be continued, the United States, regarding its occurrences, will always have it in their power to adopt such measures respecting it as their honor and interest may require.",war/security,0.433015912771225,"[""war/security"", ""governance"", ""politics"", ""society"", ""economy""]","[0.433015912771225, 0.293256938457489, 0.1363937109708786, 0.11103854328393936, 0.026294860988855362]"
372,"Shortly after the general peace a band of adventurers took advantage of this conflict and of the facility which it afforded to establish a system of buccaneering in the neighboring seas, to the great annoyance of the commerce of the United States, and, as was represented, of that of other powers.",war/security,0.35655537247657776,"[""war/security"", ""politics"", ""economy"", ""society"", ""governance""]","[0.35655537247657776, 0.23759901523590088, 0.17207512259483337, 0.1308937519788742, 0.10287672281265259]"
373,"Of this spirit and of its injurious bearing on the United States strong proofs were afforded by the establishment at Amelia Island, and the purposes to which it was made instrumental by this band in 1817, and by the occurrences which took place in other parts of Florida in 1818, the details of which in both instances are too well known to require to be now recited.",society,0.30832579731941223,"[""society"", ""war/security"", ""politics"", ""economy"", ""governance""]","[0.30832579731941223, 0.206825852394104, 0.20093664526939392, 0.17871445417404175, 0.10519731044769287]"
374,I am satisfied had a less decisive course been adopted that the worst consequences would have resulted from it.,governance,0.3503817915916443,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.3503817915916443, 0.1881207376718521, 0.18496856093406677, 0.16984282433986664, 0.10668613016605377]"
375,"We have seen that these checks, decisive as they were, were not sufficient to crush that piratical spirit.",governance,0.27340883016586304,"[""governance"", ""politics"", ""society"", ""war/security"", ""economy""]","[0.27340883016586304, 0.2717341482639313, 0.1909785121679306, 0.17259366810321808, 0.09128480404615402]"
376,"Many culprits brought within our limits have been condemned to suffer death, the punishment due to that atrocious crime.",society,0.43133941292762756,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.43133941292762756, 0.3547295033931732, 0.08984281122684479, 0.06289424002170563, 0.06119398772716522]"
377,"The decisions of upright and enlightened tribunals fall equally on all whose crimes subject them, by a fair interpretation of the law, to its censure.",governance,0.4850730895996094,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.4850730895996094, 0.20141492784023285, 0.18844902515411377, 0.06616995483636856, 0.058892957866191864]"
378,It belongs to the Executive not to suffer the executions under these decisions to transcend the great purpose for which punishment is necessary.,governance,0.5392389297485352,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.5392389297485352, 0.2781113088130951, 0.08027946949005127, 0.060891252011060715, 0.04147908464074135]"
379,"The full benefit of example being secured, policy as well as humanity equally forbids that they should be carried further.",society,0.43852123618125916,"[""society"", ""economy"", ""politics"", ""governance"", ""war/security""]","[0.43852123618125916, 0.18847370147705078, 0.18801769614219666, 0.11886509507894516, 0.06612227857112885]"
380,"I have acted on this principle, pardoning those who appear to have been led astray by ignorance of the criminality of the acts they had committed, and suffering the law to take effect on those only in whose favor no extenuating circumstances could be urged.",governance,0.6565418243408203,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.6565418243408203, 0.14103305339813232, 0.10659320652484894, 0.07221058756113052, 0.023621326312422752]"
381,"Great confidence is entertained that the late treaty with Spain, which has been ratified by both the parties, and the ratifications whereof have been exchanged, has placed the relations of the two countries on a basis of permanent friendship.",society,0.381631076335907,"[""society"", ""politics"", ""governance"", ""economy"", ""war/security""]","[0.381631076335907, 0.2686709463596344, 0.24160872399806976, 0.07782388478517532, 0.030265439301729202]"
382,"The provision made by it for such of our citizens as have claims on Spain of the character described will, it is presumed, be very satisfactory to them, and the boundary which is established between the territories of the parties westward of the Mississippi, heretofore in dispute, has, it is thought, been settled on conditions just and advantageous to both.",governance,0.3291471004486084,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.3291471004486084, 0.21135541796684265, 0.2090952843427658, 0.17318570613861084, 0.0772165060043335]"
383,But to the acquisition of Florida too much importance can not be attached.,governance,0.28931811451911926,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.28931811451911926, 0.2249535471200943, 0.21737244725227356, 0.16738680005073547, 0.10096906870603561]"
384,"It secures to the United States a territory important in itself, and whose importance is much increased by its bearing on many of the highest interests of the Union.",governance,0.3020665943622589,"[""governance"", ""politics"", ""society"", ""war/security"", ""economy""]","[0.3020665943622589, 0.2482578605413437, 0.18309719860553741, 0.16565513610839844, 0.10092327743768692]"
385,"It opens to several of the neighboring States a free passage to the ocean, through the Province ceded, by several rivers, having their sources high up within their limits.",society,0.3680167496204376,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3680167496204376, 0.29784828424453735, 0.17548668384552002, 0.09623868763446808, 0.06240963563323021]"
386,It secures us against all future annoyance from powerful Indian tribes.,war/security,0.797919511795044,"[""war/security"", ""governance"", ""economy"", ""politics"", ""society""]","[0.797919511795044, 0.09340324252843857, 0.046748898923397064, 0.03176352009177208, 0.0301648061722517]"
387,It gives us several excellent harbors in the Gulf of Mexico for ships of war of the largest size.,war/security,0.3981362581253052,"[""war/security"", ""society"", ""economy"", ""governance"", ""politics""]","[0.3981362581253052, 0.26302117109298706, 0.1409223973751068, 0.13879665732383728, 0.059123530983924866]"
388,"It covers by its position in the Gulf the Mississippi and other great waters within our extended limits, and thereby enables the United States to afford complete protection to the vast and very valuable productions of our whole Western country, which find a market through those streams.",society,0.29554176330566406,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.29554176330566406, 0.27005356550216675, 0.21014945209026337, 0.15672150254249573, 0.06753374636173248]"
389,"By a treaty with the British Government, bearing date on the 20th of October, 1818, the convention regulating the commerce between the United States and Great Britain, concluded on the 3d of July, 1815, which was about expiring, was revived and continued for the term of ten years from the time of its expiration.",governance,0.3325106203556061,"[""governance"", ""society"", ""economy"", ""war/security"", ""politics""]","[0.3325106203556061, 0.22430846095085144, 0.20132356882095337, 0.12524627149105072, 0.116611048579216]"
390,"By that treaty, also, the differences which had arisen under the treaty of Ghent respecting the right claimed by the United States for their citizens to take and cure fish on the coast of His Britannic Majesty's dominions in America, with other differences on important interests, were adjusted to the satisfaction of both parties.",governance,0.3454517722129822,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.3454517722129822, 0.2178676426410675, 0.20474110543727875, 0.1342022716999054, 0.09773710370063782]"
391,No agreement has yet been entered into respecting the commerce between the United States and the British dominions in the West Indies and on this continent.,society,0.31594663858413696,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.31594663858413696, 0.22052066028118134, 0.21918387711048126, 0.1650954931974411, 0.07925339043140411]"
392,"The restraints imposed on that commerce by Great Britain, and reciprocated by the United States on a principle of defense, continue still in force.",war/security,0.7537932991981506,"[""war/security"", ""governance"", ""politics"", ""economy"", ""society""]","[0.7537932991981506, 0.08604191988706589, 0.06721311807632446, 0.06565744429826736, 0.027294138446450233]"
393,"The negotiation with France for the regulation of the commercial relations between the two countries, which in the course of the last summer had been commenced at Paris, has since been transferred to this city, and will be pursued on the part of the United States in the spirit of conciliation, and with an earnest desire that it may terminate in an arrangement satisfactory to both parties.",politics,0.3572516441345215,"[""politics"", ""governance"", ""economy"", ""society"", ""war/security""]","[0.3572516441345215, 0.21852712333202362, 0.20047041773796082, 0.1890704333782196, 0.03468039259314537]"
394,Our relations with the Barbary Powers are preserved in the same state and by the same means that were employed when I came into this office.,governance,0.518379271030426,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.518379271030426, 0.18624328076839447, 0.14414384961128235, 0.08455666899681091, 0.06667697429656982]"
395,"As early as 1801 it was found necessary to send a squadron into the Mediterranean for the protection of our commerce and no period has intervened, a short term excepted, when it was thought advisable to withdraw it.",war/security,0.7350202798843384,"[""war/security"", ""governance"", ""economy"", ""politics"", ""society""]","[0.7350202798843384, 0.12205343693494797, 0.05615268647670746, 0.046373430639505386, 0.04040015861392021]"
396,"The great interests which the United States have in the Pacific, in commerce and in the fisheries, have also made it necessary to maintain a naval force there In disposing of this force in both instances the most effectual measures in our power have been taken, without interfering with its other duties, for the suppression of the slave trade and of piracy in the neighboring seas.",governance,0.33792394399642944,"[""governance"", ""economy"", ""society"", ""war/security"", ""politics""]","[0.33792394399642944, 0.1910577267408371, 0.1763838678598404, 0.15693484246730804, 0.13769960403442383]"
397,"The situation of the United States in regard to their resources, the extent of their revenue, and the facility with which it is raised affords a most gratifying spectacle.",society,0.5057116150856018,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.5057116150856018, 0.28637954592704773, 0.10841657221317291, 0.07351802289485931, 0.025974208489060402]"
398,"The payment of nearly $67,000,000 of the public debt, with the great progress made in measures of defense and in other improvements of various kinds since the late war, are conclusive proofs of this extraordinary prosperity, especially when it is recollected that these expenditures have been defrayed without a burthen on the people, the direct tax and excise having been repealed soon after the conclusion of the late war, and the revenue applied to these great objects having been raised in a manner not to be felt.",war/security,0.6379705667495728,"[""war/security"", ""economy"", ""governance"", ""society"", ""politics""]","[0.6379705667495728, 0.13382920622825623, 0.11933129280805588, 0.08931300044059753, 0.01955598033964634]"
