sentence_id,sentence,entity_text,entity_label,score
531,"As the instrument of the Federal Constitution it will devolve on me for a stated period to execute the laws of the United States, to superintend their foreign and their confederate relations, to manage their revenue, to command their forces, and, by communications to the Legislature, to watch over and to promote their interests generally.",Legislature,ORG,0.995205819606781
533,In administering the laws of Congress I shall keep steadily in view the limitations as well as the extent of the Executive power trusting thereby to discharge the functions of my office without transcending its authority.,Congress,ORG,0.9977568984031677
535,"In such measures as I may be called on to pursue in regard to the rights of the separate States I hope to be animated by a proper respect for those sovereign members of our Union, taking care not to confound the powers they have reserved to themselves with those they have granted to the Confederacy.",States,LOC,0.6332105398178101
535,"In such measures as I may be called on to pursue in regard to the rights of the separate States I hope to be animated by a proper respect for those sovereign members of our Union, taking care not to confound the powers they have reserved to themselves with those they have granted to the Confederacy.",Union,LOC,0.46624115109443665
535,"In such measures as I may be called on to pursue in regard to the rights of the separate States I hope to be animated by a proper respect for those sovereign members of our Union, taking care not to confound the powers they have reserved to themselves with those they have granted to the Confederacy.",Confederacy,ORG,0.9656988978385925
539,Powerful auxiliaries to the attainment of this desirable end are to be found in the regulations provided by the wisdom of Congress for the specific appropriation of public money and the prompt accountability of public officers.,Congress,ORG,0.9987339377403259
541,"Internal improvement and the diffusion of knowledge, so far as they can be promoted by the constitutional acts of the Federal Government, are of high importance.",Federal Government,ORG,0.9139429926872253
543,"The gradual increase of our Navy, whose flag has displayed in distant climes our skill in navigation and our fame in arms; the preservation of our forts, arsenals, and dockyards, and the introduction of progressive improvements in the discipline and science of both branches of our military service are so plainly prescribed by prudence that I should be excused for omitting their mention sooner than for enlarging on their importance.",Navy,ORG,0.9866628050804138
548,"It will be my sincere and constant desire to observe toward the Indian tribes within our limits a just and liberal policy, and to give that humane and considerate attention to their rights and their wants which is consistent with the habits of our Government and the feelings of our people.",Indian,MISC,0.9995856881141663
549,"The recent demonstration of public sentiment inscribes on the list of Executive duties, in characters too legible to be overlooked, the task of reform, which will require particularly the correction of those abuses that have brought the patronage of the Federal Government into conflict with the freedom of elections, and the counteraction of those causes which have disturbed the rightful course of appointment and have placed or continued power in unfaithful or incompetent hands.",Federal Government,ORG,0.986902117729187
554,"Fellow citizens, the will of the American people, expressed through their unsolicited suffrages, calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term.",American,MISC,0.9997244477272034
554,"Fellow citizens, the will of the American people, expressed through their unsolicited suffrages, calls me before you to pass through the solemnities preparatory to taking upon myself the duties of President of the United States for another term.",United States,LOC,0.9995349049568176
557,So many events have occurred within the last four years which have necessarily called forth -- sometimes under circumstances the most delicate and painful -- my views of the principles and policy which ought to be pursued by the General Government that I need on this occasion but allude to a few leading considerations connected with some of them.,General,ORG,0.5675318241119385
557,So many events have occurred within the last four years which have necessarily called forth -- sometimes under circumstances the most delicate and painful -- my views of the principles and policy which ought to be pursued by the General Government that I need on this occasion but allude to a few leading considerations connected with some of them.,Government,ORG,0.3395616114139557
559,"To do justice to all and to submit to wrong from none has been during my Administration its governing maxim, and so happy have been its results that we are not only at peace with all the world, but have few causes of controversy, and those of minor importance, remaining unadjusted.",Administration,ORG,0.9024141430854797
561,They are the preservation of the rights of the several States and the integrity of the Union.,States,LOC,0.9650247693061829
561,They are the preservation of the rights of the several States and the integrity of the Union.,Union,LOC,0.781966507434845
563,To this end it becomes the duty of all to yield a ready and patriotic submission to the laws constitutionally enacted and thereby promote and strengthen a proper confidence in those institutions of the several States and of the United States which the people themselves have ordained for their own government.,States,LOC,0.8796625137329102
563,To this end it becomes the duty of all to yield a ready and patriotic submission to the laws constitutionally enacted and thereby promote and strengthen a proper confidence in those institutions of the several States and of the United States which the people themselves have ordained for their own government.,United States,LOC,0.9994943141937256
565,"In proportion, therefore, as the General Government encroaches upon the rights of the States, in the same proportion does it impair its own power and detract from its ability to fulfill the purposes of its creation.",General Government,ORG,0.6865655183792114
566,"Solemnly impressed with these considerations, my countrymen will ever find me ready to exercise my constitutional powers in arresting measures which may directly or indirectly encroach upon the rights of the States or tend to consolidate all political power in the General Government.",States,LOC,0.5272552371025085
568,"You have been wisely admonished to ""accustom yourselves to think and speak of the Union as of the palladium of your political safety and prosperity, watching for its preservation with Jealous anxiety, discountenancing whatever may suggest even a suspicion that it can in any event be abandoned, and indignantly frowning upon the first dawning of any attempt to alienate any portion of our country from the rest or to enfeeble the sacred ties which now link together the various parts.""",Union,MISC,0.5376309752464294
571,"The loss of liberty, of all good government, of peace, plenty, and happiness, must inevitably follow a dissolution of the Union.",Union,ORG,0.7697487473487854
573,The eyes of all nations are fixed on our Republic.,Republic,LOC,0.5907099843025208
575,Great is the stake placed in our hands; great is the responsibility which must rest upon the people of the United States.,United States,LOC,0.9995148181915283
579,"Deeply impressed with the truth of these observations, and under the obligation of that solemn oath which I am about to take, I shall continue to exert all my faculties to maintain the just powers of the Constitution and to transmit unimpaired to posterity the blessings of our Federal Union.",Constitution,ORG,0.3874726891517639
579,"Deeply impressed with the truth of these observations, and under the obligation of that solemn oath which I am about to take, I shall continue to exert all my faculties to maintain the just powers of the Constitution and to transmit unimpaired to posterity the blessings of our Federal Union.",Federal Union,ORG,0.9963375329971313
580,"At the same time, it will be my aim to inculcate by my official acts the necessity of exercising by the General Government those powers only that are clearly delegated; to encourage simplicity and economy in the expenditures of the Government; to raise no more money from the people than may be requisite for these objects, and in a manner that will best promote the interests of all classes of the community and of all portions of the Union.",Union,ORG,0.7476319670677185
581,"Constantly bearing in mind that in entering into society ""individuals must give up a share of liberty to preserve the rest,"" it will be my desire so to discharge my duties as to foster with our brethren in all parts of the country a spirit of liberal concession and compromise, and, by reconciling our fellow citizens to those partial sacrifices which they must unavoidably make for the preservation of a greater good, to recommend our invaluable Government and Union to the confidence and affections of the American people.",Union,ORG,0.5465126037597656
581,"Constantly bearing in mind that in entering into society ""individuals must give up a share of liberty to preserve the rest,"" it will be my desire so to discharge my duties as to foster with our brethren in all parts of the country a spirit of liberal concession and compromise, and, by reconciling our fellow citizens to those partial sacrifices which they must unavoidably make for the preservation of a greater good, to recommend our invaluable Government and Union to the confidence and affections of the American people.",Am,ORG,0.764717161655426
582,"Finally, it is my most fervent prayer to that Almighty Being before whom I now stand, and who has kept us in His hands from the infancy of our Republic to the present day, that He will so overrule all my intentions and actions and inspire the hearts of my fellow citizens that we may be preserved from dangers of all kinds and continue forever a united and happy people.",Al,MISC,0.5264818668365479
582,"Finally, it is my most fervent prayer to that Almighty Being before whom I now stand, and who has kept us in His hands from the infancy of our Republic to the present day, that He will so overrule all my intentions and actions and inspire the hearts of my fellow citizens that we may be preserved from dangers of all kinds and continue forever a united and happy people.",Republic,LOC,0.375308632850647
585,"Among them we recognize the earliest and firmest pillars of the Republic -- those by whom our national independence was first declared, him who above all others contributed to establish it on the field of battle, and those whose expanded intellect and patriotism constructed, improved, and perfected the inestimable institutions under which we live.",Republic,MISC,0.6272924542427063
587,"Unlike all who have preceded me, the Revolution that gave us existence as one people was achieved at the period of my birth; and whilst I contemplate with grateful reverence that memorable event, I feel that I belong to a later age and that I may not expect my countrymen to weigh my actions with the same kind and partial hand.",Revolution,MISC,0.9936426877975464
595,The thoughtful framers of our Constitution legislated for our country as they found it.,Constitution,MISC,0.8271093964576721
600,"The jealousies which the smaller States might entertain of the power of the rest were allayed by a rule of representation confessedly unequal at the time, and designed forever to remain so.",States,LOC,0.6058756709098816
